,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_GBC__subsample,param_GBC__n_estimators,param_GBC__min_samples_split,param_GBC__min_samples_leaf,param_GBC__max_features,param_GBC__max_depth,param_GBC__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
82,0.4231733322143555,0.009834055855948952,0.014613771438598632,0.0016473268922197048,0.95,2,0.1,0.4,sqrt,3,0.01,"{'GBC__subsample': 0.95, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
84,0.6212437152862549,0.0738555882725039,0.017415308952331544,0.004258732331446685,0.85,4,0.1,0.5,sqrt,8,0.1,"{'GBC__subsample': 0.85, 'GBC__n_estimators': 4, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
76,0.5856863975524902,0.08647096467191898,0.014498424530029298,0.0030402386003478975,0.5,4,0.1,0.5,log2,5,0.5,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 4, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
6,0.539348840713501,0.04801739537372645,0.014131522178649903,0.002786561387674689,0.85,4,0.1,0.5,log2,5,0.5,"{'GBC__subsample': 0.85, 'GBC__n_estimators': 4, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
87,11.285527420043945,0.5211328282661806,0.020932102203369142,0.00443711403089989,0.618,100,0.1,0.4,log2,8,1,"{'GBC__subsample': 0.618, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
5,0.3119498729705811,0.028632666901426285,0.012429213523864746,0.003166845655651836,0.95,2,0.1,0.5,log2,8,1,"{'GBC__subsample': 0.95, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
91,11.523683762550354,0.25580431408104604,0.020184898376464845,0.0012603233586702181,0.5,100,0.1,0.30000000000000004,log2,5,1,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.30000000000000004, 'GBC__max_features': 'log2', 'GBC__max_depth': 5, 'GBC__learning_rate': 1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
95,1.2234578132629395,0.02475475521997957,0.014456582069396973,0.0018787591560604528,0.9,10,0.1,0.5,log2,3,0.05,"{'GBC__subsample': 0.9, 'GBC__n_estimators': 10, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.05}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
11,5.249378395080567,0.24598037212806534,0.014379453659057618,0.0012121380255768067,0.95,50,0.1,0.5,log2,8,0.01,"{'GBC__subsample': 0.95, 'GBC__n_estimators': 50, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
17,1.2067391395568847,0.029853010403249353,0.014895796775817871,0.001262084530347699,0.8,10,0.1,0.5,log2,3,0.5,"{'GBC__subsample': 0.8, 'GBC__n_estimators': 10, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
70,0.32763984203338625,0.017190380451356152,0.014755988121032714,0.004470959964176388,0.95,2,0.1,0.5,sqrt,8,0.1,"{'GBC__subsample': 0.95, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
47,24.217860412597656,0.5285272562816508,0.026631093025207518,0.0027396105507456886,0.618,200,0.1,0.5,sqrt,5,0.01,"{'GBC__subsample': 0.618, 'GBC__n_estimators': 200, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
30,6.9984605550765995,0.23318499774144194,0.01942577362060547,0.003908207436576192,0.85,50,0.1,0.5,log2,3,1,"{'GBC__subsample': 0.85, 'GBC__n_estimators': 50, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 3, 'GBC__learning_rate': 1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
29,0.8877149820327759,0.15849369518946319,0.01996126174926758,0.005895693912708787,0.5,4,0.1,0.5,sqrt,5,0.01,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 4, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
28,28.168362498283386,0.8257039728641946,0.03414766788482666,0.007886144347742492,0.95,200,0.1,0.5,sqrt,3,0.05,"{'GBC__subsample': 0.95, 'GBC__n_estimators': 200, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.05}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
37,29.210460042953493,3.0001283766241027,0.03623366355895996,0.010343526620555885,0.5,200,0.1,0.5,log2,5,0.5,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 200, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
27,1.9120726108551025,0.1760233000043993,0.025677180290222167,0.008343641223833022,0.5,10,0.1,0.5,sqrt,5,0.01,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 10, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
40,14.272775244712829,0.9394109443211348,0.023134684562683104,0.004559866930586848,0.9,100,0.1,0.5,log2,8,0.5,"{'GBC__subsample': 0.9, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
24,26.354817342758178,1.3331190141572669,0.026685285568237304,0.0025168002454611076,0.5,200,0.1,0.5,sqrt,3,0.01,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 200, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
44,0.45343544483184817,0.08105088858872368,0.020400261878967284,0.008003433672310557,0.8,2,0.1,0.4,sqrt,3,0.5,"{'GBC__subsample': 0.8, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
46,1.2099365234375,0.04136041677892831,0.015342903137207032,0.0021224719741849015,0.85,10,0.1,0.5,sqrt,3,0.1,"{'GBC__subsample': 0.85, 'GBC__n_estimators': 10, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
49,12.550796222686767,1.1477879914728537,0.02444775104522705,0.00490954392344702,0.618,100,0.1,0.4,sqrt,3,0.05,"{'GBC__subsample': 0.618, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.05}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
16,6.092966246604919,0.3892410627526975,0.017256283760070802,0.0030524327147461628,0.5,50,0.1,0.4,log2,8,0.5,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 50, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
22,0.4849217414855957,0.05026777937933749,0.015285754203796386,0.002415188684971115,0.5,2,0.1,0.1,log2,5,0.01,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.1, 'GBC__max_features': 'log2', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
52,12.534846353530884,0.9872289647088797,0.02238132953643799,0.0023213237986368096,0.85,100,0.1,0.5,log2,3,0.5,"{'GBC__subsample': 0.85, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
54,0.9327341794967652,0.10027149501665845,0.021375274658203124,0.005207505236943953,0.95,2,0.1,0.1,log2,8,0.01,"{'GBC__subsample': 0.95, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.1, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.01}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
57,0.4029738187789917,0.039048920793503576,0.014138317108154297,0.0018951942318050222,0.85,2,0.1,0.5,sqrt,5,0.5,"{'GBC__subsample': 0.85, 'GBC__n_estimators': 2, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 5, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
58,1.3980067253112793,0.04056420786342208,0.01457669734954834,0.001980619676034488,0.5,10,0.1,0.30000000000000004,log2,3,0.1,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 10, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.30000000000000004, 'GBC__max_features': 'log2', 'GBC__max_depth': 3, 'GBC__learning_rate': 0.1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
21,11.693097138404847,1.150567422553399,0.017102909088134766,0.0015514209730091387,0.618,100,0.1,0.4,log2,8,0.5,"{'GBC__subsample': 0.618, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
61,0.5397531032562256,0.02129435787319435,0.012922406196594238,0.001438566644343697,0.5,4,0.1,0.30000000000000004,log2,8,0.1,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 4, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.30000000000000004, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
19,21.781640648841858,0.5542146592355798,0.02510645389556885,0.004197405848246679,0.5,200,0.1,0.5,log2,8,0.5,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 200, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'log2', 'GBC__max_depth': 8, 'GBC__learning_rate': 0.5}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
67,10.885524439811707,0.7236947313243073,0.019313931465148926,0.00277537559990487,0.5,100,0.1,0.4,sqrt,8,1,"{'GBC__subsample': 0.5, 'GBC__n_estimators': 100, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.4, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 8, 'GBC__learning_rate': 1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
0,25.051122093200682,1.730938287432747,0.029845452308654784,0.008437309330623166,0.8,200,0.1,0.5,sqrt,8,1,"{'GBC__subsample': 0.8, 'GBC__n_estimators': 200, 'GBC__min_samples_split': 0.1, 'GBC__min_samples_leaf': 0.5, 'GBC__max_features': 'sqrt', 'GBC__max_depth': 8, 'GBC__learning_rate': 1}",0.1880674448767834,0.19001297016861218,0.1862426995457495,0.19338092147955874,0.1927319922128488,0.18170019467878,0.19208306294613886,0.1927319922128488,0.1836469824789098,0.2044127190136275,0.19050109796138576,0.006025053245522964,63
